iter	Logloss
0	0.6619143009
1	0.6348999023
2	0.6085568428
3	0.5813388348
4	0.5565434456
5	0.5386969566
6	0.5153089523
7	0.4985795975
8	0.4781571388
9	0.458259058
10	0.4385483265
11	0.4251788616
12	0.4127090454
13	0.3978502274
14	0.3836114407
15	0.369913435
16	0.3519376516
17	0.3396266937
18	0.3255547523
19	0.3116295338
20	0.3017127991
21	0.294584775
22	0.2860545158
23	0.2755408764
24	0.2655201197
25	0.2584860563
26	0.2523019791
27	0.2435896635
28	0.2337321281
29	0.2288901329
30	0.2212312937
31	0.2156576633
32	0.2104981184
33	0.2031089306
34	0.197726655
35	0.1941549301
36	0.1892014742
37	0.1848875284
38	0.1807603836
39	0.1759734511
40	0.1729839444
41	0.1679576874
42	0.1632308483
43	0.1583740234
44	0.1531444788
45	0.1500630975
46	0.1476301074
47	0.1444818497
48	0.1407243252
49	0.1372507095
50	0.1332606912
51	0.1301100016
52	0.1264792204
53	0.1239674211
54	0.1215584993
55	0.118830204
56	0.11666044
57	0.1122503281
58	0.110723865
59	0.1073383927
60	0.1052266479
61	0.102638948
62	0.1003738165
63	0.09787658453
64	0.09595093131
65	0.09367147684
66	0.09221916795
67	0.0897515893
68	0.08806933165
69	0.08655356169
70	0.08469073772
71	0.08290027976
72	0.08132655621
73	0.07978443503
74	0.0782523632
75	0.07695327997
76	0.07550143003
77	0.07407208085
78	0.07277501822
79	0.07142907381
80	0.07008144855
81	0.06904205084
82	0.06818856001
83	0.06722230911
84	0.06619404554
85	0.06494902372
86	0.0639831841
87	0.06302955747
88	0.06220129728
89	0.06119617224
90	0.06027350426
91	0.05939239264
92	0.05820177197
93	0.0572294116
94	0.05631168485
95	0.05555100441
96	0.05488724709
97	0.05372487903
98	0.05294170976
99	0.0522695899
100	0.0511108458
101	0.05032469034
102	0.04958800375
103	0.04863394797
104	0.04789020717
105	0.04720174074
106	0.04667842686
107	0.04572977722
108	0.04498243332
109	0.04459319115
110	0.04398467839
111	0.04331416786
112	0.04289161563
113	0.04247243404
114	0.0420391947
115	0.04164734781
116	0.04110666513
117	0.04051000476
118	0.03985626698
119	0.03950258195
120	0.03903025687
121	0.03844330907
122	0.03792819679
123	0.03758116961
124	0.03705382347
125	0.03664006293
126	0.03636236489
127	0.03599317968
128	0.03556301594
129	0.03506673276
130	0.03441500664
131	0.03397538066
132	0.03367200196
133	0.03327135146
134	0.03277143538
135	0.03243470192
136	0.03198326826
137	0.03146804571
138	0.03120228052
139	0.03093517721
140	0.03054164648
141	0.03031784296
142	0.02989197671
143	0.02943933308
144	0.02912895083
145	0.02887003422
146	0.02868341208
147	0.02846341133
148	0.02823442221
149	0.02793456912
150	0.0276804924
151	0.02745241523
152	0.02702180743
153	0.02679453492
154	0.02659980655
155	0.02628757358
156	0.0259927541
157	0.02578361034
158	0.02553619444
159	0.02532705963
160	0.0251405865
161	0.02475492954
162	0.02443222702
163	0.02418386936
164	0.02399511337
165	0.0238148123
166	0.02355804443
167	0.0233266741
168	0.02314494699
169	0.02285265476
170	0.02260710001
171	0.02226989269
172	0.02213869542
173	0.02192725539
174	0.02172542214
175	0.02154702246
176	0.02136927992
177	0.02121859938
178	0.02108291984
179	0.02085797638
180	0.0206802398
181	0.02053109705
182	0.02034279704
183	0.02011984438
184	0.01997707784
185	0.01979607642
186	0.0195227474
187	0.01933890879
188	0.01913551092
189	0.01901072115
